,1748,42334,252422
96580792,1767,42303,252370
96581494,1850,42188,252528
96582197,1808,42435,252651
96582900,1778,42195,252674
96583601,1752,42299,252532
96584302,1755,42299,252741
96585005,1742,42418,252192
96585708,1698,42396,252531
96586409,1530,42253,252337
96587111,1751,42347,252619
96587813,1750,42390,252462
96588515,1701,42208,252853
96589217,1665,42432,252420
96589920,1939,42280,252308
96590621,1654,42182,252501
96591322,1538,42141,252468
96592025,1837,42321,252392
96592728,1856,42343,252357
96593429,1849,42256,252521
96594131,1790,42487,252417
96594833,1801,42372,252550
96595535,1739,42447,252876
96596237,1924,42220,252534
96596939,1617,42398,252583
96597640,1927,42331,252618
96598341,2015,42446,252312
96599044,1902,42249,252465
96599747,1667,42493,252462
96600448,1800,42313,252386
96601150,1673,42319,252477
96601853,1890,42306,252518
96602555,1834,42334,252466
96603257,1723,42377,252594
96603960,1810,42407,252646
96604661,1652,42201,252631
96605362,1603,42159,252385
96606065,1919,42138,252478
96606768,1861,42168,252491
96607469,1755,42327,252649
96608171,1737,42221,252718
96608873,1715,42386,252549
96609575,1734,42205,252582
96610277,1722,42226,252489
96610979,1819,42381,252421
96611680,1767,42049,252371
96612381,1865,42450,252466
96613084,1923,42292,252680
96613787,1776,42477,252197
96614488,1739,42289,252294
96615190,1828,42243,252590
96615893,1720,42336,252358
96616595,1546,42391,252510
96617297,1999,42497,252323
96617999,1759,42377,252588
96618700,1424,42338,252541
96619401,1848,42133,252596
96620104,1893,42345,252586
96620807,1896,42243,252495
96621508,1557,42252,252417
96622210,1770,42338,252398
96622913,1811,42247,252627
96623615,1837,42480,252378
96624316,1737,42420,252559
96625018,1791,42276,252353
96625720,1857,42252,252848
96626422,1734,42343,252711
96627125,1715,42432,252352
96627828,1931,42441,252607
96628529,1726,42321,252336
96629230,1620,42423,252895
96629933,1780,42390,252614
96630635,1675,42129,252519
96631336,1699,42241,252716
96632038,1900,42371,252477
96632740,1857,42267,252333
96633442,1812,42432,252262
96634145,1609,42432,252644
96634848,1772,42271,252866
96635549,1796,42460,252420
96636250,1794,42265,252623
96636953,1741,42096,252361
96637655,1969,42297,252542
96638356,1785,42369,252587
96639058,1893,42298,252363
96639761,1806,42267,252369
96640463,1734,42189,252673
96641166,1720,42347,252573
96641868,1781,42431,252562
96642569,1758,42280,252515
96643270,1716,42230,252465
96643973,1798,42625,252392
96644674,1687,42365,252411
96645375,1765,42342,252487
96646077,1577,42328,252674
96646780,1620,42305,252288
96647482,1796,42275,252485
96648184,1745,42292,252570
96648886,1852,42332,252605
96649587,1671,42253,252419
96650288,1875,42216,252439
96650991,1882,42296,252449
96651692,1675,42316,252443
96652393,1777,42239,252649
96653095,1996,42217,252632
96653798,1641,42179,252389
96654500,1718,42118,252488
96655203,1874,42250,252132
96655905,1843,42240,252617
96656606,1691,42357,252282
96657307,1872,42325,252605
96658010,1873,42347,252607
96658713,1770,42253,252588
96659414,1823,42275,252047
96660116,1776,42161,252437
96660819,1801,42373,252606
96661521,1897,42200,252559
96662222,1689,42452,252405
96662925,1847,42463,252064
96663626,1733,42373,252669
96664327,1694,42208,252256
96665029,1683,42339,252611
96665732,1800,42127,252357
96666434,1814,42316,252360
96667137,1812,42427,252510
96667839,1743,42241,252687
96668540,1771,42245,252217
96669241,1906,42122,252826
96669944,1791,42422,252773
96670645,1721,42422,252397
96671346,1778,42219,252312
96672048,1823,42255,252487
96672751,1653,42410,252425
96673453,1770,42346,252606
96674155,1667,42089,252398
96674857,1721,42229,252237
96675558,1579,42135,252437
96676260,1557,42192,252534
96676963,1695,42362,252322
96677664,1807,42365,252759
96678365,1944,42570,252407
96679068,1804,42382,252627
96679771,1864,42255,252656
96680473,1665,42194,252363
96681175,1694,42215,252401
96681877,1553,42161,252379
96682578,1562,42471,252488
96683280,1769,42580,252596
96683983,1765,42225,252392
96684684,1603,42195,252675
96685385,1585,42401,252441
96686088,1702,42374,252615
96686791,1574,42185,252745
96687492,1684,42282,252303
96688194,1766,42265,252265
96688896,1532,42300,252755
96689598,1738,42369,252387
96690300,1535,42512,252726
96691002,1771,42361,252501
96691705,1569,42355,252493
96692406,1735,42207,252545
96693109,1619,42329,252411
96693812,1796,42401,252660
96694513,1726,42477,252592
96695215,1818,42236,252473
96695918,1629,42331,252505
96696620,1726,42392,252777
96697322,1837,42099,252433
96698024,1684,42309,252504
96698726,1821,42346,252379
96699427,1736,42145,252427
96700130,1914,42177,252365
96700833,1811,42318,252389
96701534,2025,42343,252416
96702235,1868,42355,252439
96702938,1756,42301,252428
96703640,1704,42356,252727
96704341,1749,42245,252463
96705043,1646,42284,252424
97285468,1848,42390,252560
97286171,1708,42287,252265
97286874,1647,42307,252409
97287575,1582,42443,252186
97288276,1707,42223,252554
97288979,1895,42292,252434
97289681,1892,42342,252403
97290383,1981,42243,252619
97291085,1874,42276,252608
97291787,1652,42518,252198
97292488,1782,42307,252650
97293191,1837,42326,252564
97293894,1655,42282,252153
97294595,1826,42476,252442
97295296,1881,42251,252262
97295998,1798,42391,252538
97296700,1800,42192,252367
97297402,1758,42373,252482
97298105,1977,42353,252410
97298808,1778,42529,252370
97299509,1738,42186,252367
97300211,1703,42201,252477
97300914,1645,42238,252695
97301616,1792,42423,252711
97302318,1753,42157,252438
97303020,1737,42188,252291
97303722,1753,42413,252827
97304423,1563,42197,252596
97305126,1887,42424,252347
97305829,1798,42269,252420
97306530,1668,42348,252543
97307231,1590,42216,252292
97307933,1770,42318,252504
97308635,1802,42311,252600
97309337,1642,42296,252402
97310040,1675,42229,252505
97310743,1641,42179,252448
97311444,1880,42456,252447
97312146,1784,42537,252587
97312849,1973,42230,252362
97313551,1939,42418,252437
97314252,1664,42479,252232
97314954,1915,42161,252487
97315655,1765,42341,252121
97316357,1697,42280,252294
97317060,1795,42311,252232
97317763,1798,42422,252277
97318464,1538,42305,252111
97319166,1840,42365,252486
97319869,1844,42287,252603
97320571,1638,42314,252424
97321273,1960,42271,252232
97321975,1769,42329,252555
97322676,1499,42208,252451
97323377,1992,42061,252238
97324080,1778,42104,252406
97324783,1910,42488,252533
97325484,1777,42215,252464
97326186,1989,42210,252473
97326888,1736,42223,252369
97327590,1825,42335,252401
97328292,2049,42294,252596
97328995,1769,42301,252448
97329696,1532,42156,252367
97330397,1581,42302,252355
97331100,1859,42411,252556
97331803,1725,42231,252552
97332504,1824,42105,252154
97333206,1760,42282,252473
97333908,1774,42229,252394
97334609,1725,42232,252393
97335311,1761,42361,252181
97336014,1483,42526,252404
97336717,1683,42187,252524
97337418,1751,42316,252433
97338120,1837,42306,252325
97338823,1641,42271,252348
97339525,1709,42309,252360
97340227,1802,42572,251928
97340929,1732,42144,252673
97341630,1753,42291,252486
97342331,1460,42237,252411
97343034,1942,42361,252451
97343737,1635,42329,252244
97344438,1731,42262,252494
97345140,1787,42576,252492
97345842,1593,42375,252289
97346544,1847,42372,252713
97347246,1868,42463,252349
97347948,1648,42402,252730
97348649,1818,42417,252164
97349350,1721,42201,252607
97350053,1734,42268,252495
97350756,1796,42083,252381
97351457,1802,42185,252385
97352159,1615,42284,252540
97352861,1757,42228,252421
97353562,1650,42440,252568
97354264,1635,42315,252535
97354967,1809,42335,252806
97355668,1815,42477,252279
97356369,1955,42139,252324
97357072,1746,42148,252588
97357775,1730,42233,252507
97358477,1706,42364,252311
97359180,1833,42333,252582
97359882,1821,42381,252487
97360583,1654,42345,252592
97361284,1602,42220,252241
97361987,1701,42098,252349
97362689,1778,42304,252545
97363390,1670,42408,252560
97364093,1797,42129,252254
97364796,1788,42355,252661
97365497,1761,42356,252924
97366199,1737,42360,252181
97366901,1650,42509,252498
97367603,1521,42176,252602
97368305,1816,42462,252357
97369008,1880,42236,252606
97369710,1747,42380,252640
97370411,1972,42302,252833
97371114,1868,42247,252488
97371817,1699,42233,252663
97372519,1733,42219,252432
97373221,1743,42388,252591
97373923,1829,42204,252292
97374624,1606,42234,252735
97375325,1732,42251,252512
97376028,1868,42346,252647
97376731,1560,42216,252558
97377432,1784,42319,252329
97378134,1713,42206,252205
97378836,1800,42396,252254
97379538,1721,42500,252565
97380240,1725,42370,252321
97380943,1918,42282,252462
97381644,1635,42460,252439
97382345,1764,42302,252581
97383048,1918,42300,252315
97383751,1590,42287,252363
97384453,1705,42355,252853
97385155,1823,42260,252394
97385857,1807,42131,252485
97386558,1819,42383,252551
97387259,1900,42399,252484
97387962,1653,42219,252461
97388663,1866,42238,252797
97389364,1591,42349,252381
97390066,1726,42182,252749
97390769,1797,42420,252417
97391471,1956,42106,252443
97392174,1750,42486,252478
97392877,1645,42363,252410
97393578,1791,42468,252240
97394279,1850,42378,252469
97394982,1765,42314,252324
97395684,1673,42244,252596
97396385,1697,42481,252737
97397088,1897,42283,252271
97397791,1874,42411,252690
97398492,1960,42305,252475
97399194,1882,42328,252456
97399896,1822,42406,252707
97400598,1742,42264,252600
97401300,1752,42344,252499
97402003,1764,42454,252447
97402705,2013,42317,252201
97403406,1812,42409,252370
97404109,1760,42289,252526
97404812,1731,42282,252400
97405514,1593,42156,252265
97406216,1644,42100,252681
97406918,1799,42449,252555
97407619,1836,42333,252559
97408321,1738,42338,252199
97409024,1760,42262,252381
97409727,1779,42282,252406
97410428,1860,42420,252386
97411130,1601,42372,252642
97411833,1605,42410,252337
97412535,1559,42203,252447
97413237,1846,42292,252515
97413940,1644,42387,252297
97414641,1767,42332,252345
97415342,1840,42294,252660
97416045,1820,42333,252535
97416748,1647,42381,252736
97417450,1624,42270,252431
97418152,1812,42271,252373
97418854,1748,42273,252511
97419555,1947,42423,252412
97420257,1683,42325,252336
97420960,1766,42238,252439
97421661,1790,42331,252663
97422362,1724,41979,252640
97423064,1854,42274,252693
97423767,1911,42295,252434
97424469,1622,42286,252600
97425172,1721,42393,252446
97425875,1845,42373,252243
97426576,1768,42287,252645
97427277,1768,42376,252560
97427980,1789,42298,252395
97428682,1782,42451,252905
97429384,1872,42350,252605
97430086,1593,42306,252597
97430788,1717,42353,252514
97431489,1684,42328,252364
97432192,1886,42361,252637
97432895,1751,42382,252423
97433596,1681,42313,252440
97434297,1611,42344,252539
97434999,1802,42152,252662
97435701,1836,42426,252387
97436403,1765,42104,252468
97437106,1554,42261,252465
97437808,1682,42351,252428
97438509,1797,42337,252543
97439212,1626,42308,252352
97439915,1792,42422,252366
97440617,1927,42327,252628
97441318,1794,42292,252478
97442020,1665,42354,252553
97442722,1685,42452,252607
97443424,1770,42384,252635
97444127,1861,42282,252353
97444830,1850,42465,252567
97445531,1893,42507,252455
97446232,1733,42289,252695
97446934,2123,42234,252360
97447636,1858,42207,252390
97448338,1787,42540,252673
97449041,1794,42357,252354
97449743,1747,42114,252581
97450444,1801,42386,252499
97451147,1749,42325,252634
97451850,1857,42371,252714
97452552,1913,42351,252553
97453253,1651,42471,252613
97453955,1738,42203,252418
97454656,1839,42288,252455
97455357,1739,42189,252358
97456060,1536,42215,252627
97456763,1728,42368,252409
97457464,1591,42364,252440
97458166,1799,42262,252543
97458869,1893,42289,252565
97459571,1588,42080,252618
97460273,1717,42335,252339
97460975,1941,42211,252480
97461676,1902,42427,252410
97462377,1662,42131,252430
97463080,1546,42213,252528
97463783,1672,42296,252496
97464484,1637,42212,252404
97465186,1791,42219,252585
97465888,1751,42259,252424
97466589,1986,42130,252538
97467291,1807,42368,252526
97467994,1670,42483,252627
97468695,1929,42364,252629
97469396,1747,42354,252468
97470098,1738,42291,252469
97470801,1919,42324,252483
97471503,1838,42235,252526
97472206,1848,42388,252736
97472909,1723,42392,252724
97473610,1807,42159,252631
97474311,1655,42468,252520
97475014,1640,42249,252530
97475717,1724,42255,252706
97476419,1869,42548,252397
97477121,1759,42234,252572
97477823,1825,42252,252582
97478524,1816,42324,252308
97479226,1814,42280,252468
97479929,1838,42201,252501
97480630,1652,42374,252261
97481331,1883,42267,252432
97482033,1763,42330,252306
97482736,1752,42356,252378
97483438,1906,42114,252383
97484141,1814,42327,252525
97484843,1780,42298,252626
97485544,1737,42292,252652
97486245,1693,42181,252416
97486948,1617,42348,252315
97487650,1876,42414,252407
97488351,1816,42309,252601
97489053,1857,42261,252647
97489755,1823,42423,252339
97490457,1737,42364,252516
97491160,1643,42334,252545
97491863,1742,42424,252419
97492564,1589,42418,252462
97493265,1768,42443,252123
97493968,1583,42497,252768
97494670,1721,42381,252421
97495372,1830,42185,252219
97496074,1577,42372,252506
97496776,1641,42283,252509
97497477,1494,42333,252343
97498180,1675,42203,252392
97498883,1752,42275,252489
97499584,1805,42321,252370
97500285,1991,42151,252109
97500987,1683,42181,252370
97501689,1679,42095,252441
97502390,1821,42342,252238
97503093,1593,42255,252603
97503796,1980,42249,252396
97504497,1788,42333,252388
97505199,1644,42132,252311
97505901,1727,42366,252455
97506603,1772,42343,252372
97507305,1648,42417,252670
97508008,1698,42220,252552
97508710,1681,42194,252307
97509411,1737,42262,252462
97510114,1761,42361,252414
97510817,1649,42366,252446
97511519,1739,42253,252155
97512221,1863,42362,252625
97512923,1618,42157,252621
97513624,1954,42266,252385
97514325,1514,42260,252590
97515028,1925,42269,252533
97515731,1810,42231,252402
97516432,1838,42282,252472
97517134,1738,42230,252526
97517836,1725,42334,252590
97518538,1652,42275,252505
97519240,1784,42550,252561
97519943,1797,42323,252342
97520644,1911,42267,252294
97521345,1683,42347,252641
97522047,1715,42237,252394
97522750,1860,42172,252597
97523452,1794,42270,252648
97524155,1821,42212,252378
97524858,1589,42387,252362
97525559,1904,42348,252536
97526260,1739,42436,252263
97526963,1745,42508,252194
97527665,1656,42374,252439
97528367,1697,42459,252455
97529069,1741,42564,252457
97529771,1723,42427,252473
97530472,1797,42507,252455
97531175,1721,42238,252347
97531878,1820,42375,252786
97532580,1732,42188,252682
97533281,1802,42303,252681
97533983,1769,42186,252611
97534684,1667,42383,252415
97535385,1928,42371,252543
97536088,1814,42226,252514
97536791,1794,42265,252336
97537493,1810,42295,252509
97538195,1704,42458,252349
97538897,1895,42406,252374
97539598,1492,42307,252565
97540300,1842,42353,252479
97541003,1788,42381,252500
97541706,1776,42355,252604
97542407,1829,42386,252473
97543109,1844,42413,252340
97543811,1649,42238,252528
97544513,1940,42237,252347
97545216,1598,42415,252582
97545919,1743,42275,252185
97546620,1707,42332,252452
97547321,1801,42211,252562
97548023,1648,42323,252819
97548726,1816,42333,252464
97549428,1828,42383,252466
97550131,1760,42185,252239
97550834,1651,42395,252475
97551535,1849,42243,252205
97552236,1791,42298,252249
97552939,1738,42181,252652
97553641,1612,42299,252331
97554343,1771,42299,252493
97555046,1632,42586,252623
97555748,1667,42227,252686
97556449,1800,42368,252270
97557152,1787,42346,252455
97557855,1831,42395,252516
97558557,1929,42417,252483
97559259,1557,42166,252518
97559961,1577,42472,252335
97560662,1814,42291,252569
97561363,1618,42463,252607
97562066,1662,42219,252685
97562769,1616,42505,252658
97563470,1773,42369,252621
97564172,1578,42339,252688
97564874,1685,42172,252515
97565575,1825,42383,252313
97566277,1692,42469,252589
97566980,1442,42284,252503
97567681,1830,42273,252429
97568383,1716,42388,252274
97569086,1811,42260,252294
97569788,1728,42345,252673
97570489,1611,42299,252200
97571192,1704,42322,252727
97571895,1418,42360,252523
97572597,1858,42315,252587
97573298,1722,42382,252628
97574000,1703,42235,252612
97574701,1631,42451,252672
