206,-2757,258855
2075028728,2295,-2970,258711
2075029431,2424,-2757,258629
2075030134,2225,-2649,258320
2075030835,2536,-2772,258911
2075031536,2299,-2758,258883
2075032238,2205,-2779,258917
2075032940,2374,-2748,258609
2075033642,2305,-2771,258513
2075034345,2355,-2577,258856
2075035048,2304,-2792,259006
2075035749,2511,-2969,258773
2075036451,2151,-2788,258717
2075037153,2295,-2600,258710
2075037855,2408,-2758,258757
2075038557,2408,-2716,258616
2075039260,2073,-2832,258561
2075039961,2360,-2767,258595
2075040662,2187,-2874,258746
2075041364,2191,-2733,258512
2075042066,2071,-2811,258637
2075042768,2317,-2779,258597
2075043471,2382,-2879,258649
2075044174,2203,-2663,258298
2075044875,2173,-2735,258906
2075045576,2426,-2555,258456
2075046278,2367,-2870,258670
2075046979,2402,-2704,258453
2075047680,2360,-2676,258637
2075048383,2241,-2758,258837
2075049086,2311,-2896,258742
2075049787,2168,-2976,258613
2075050489,2442,-2808,258668
2075051191,2329,-2648,258962
2075051892,2436,-2631,258429
2075052593,2234,-2792,258889
2075053296,2041,-2694,258675
2075053998,2202,-2727,258609
2075054700,2405,-2815,259036
2075055402,2460,-2573,258637
2075056104,2343,-2679,258674
2075056805,2198,-2768,258892
2075057506,2366,-2829,258520
2075058209,2233,-2800,258484
2075058911,2337,-2738,258858
2075059612,2119,-2719,258886
2075060314,2319,-2923,258630
2075061016,2088,-2700,258908
2075061717,2255,-2835,258501
2075062420,2311,-2763,258550
2075063123,2064,-2758,258849
2075063825,2286,-2978,258633
2075064527,2212,-2814,258865
2075065229,2266,-2735,258876
2075065930,2291,-2762,259028
2075066631,2251,-2942,258665
2075067334,2113,-2817,258886
2075068037,2408,-2880,258816
2075068739,2166,-2840,258631
2075069441,2316,-2930,258495
2075070143,2171,-2715,258539
2075070844,2203,-2711,258679
2075071545,2312,-2781,258674
2075072248,2361,-2707,258771
2075072950,2448,-2716,258486
2075073652,2370,-2805,258806
2075074355,2210,-2742,258649
2075075057,2202,-2726,258562
2075075758,2282,-2820,258221
2075076460,2544,-2870,258715
2075077163,2202,-2626,258495
2075077865,2089,-2693,258626
2075078567,2185,-2612,258716
2075079270,2262,-2894,258720
2075079971,2412,-2841,258694
2075080672,2167,-2651,258913
2075081374,2197,-2913,258486
2075082077,2153,-2769,258714
2075082779,2431,-2684,258757
2075083482,2380,-3036,258736
2075084185,2344,-2728,258625
2075084886,2133,-2796,258803
2075085587,2388,-2704,258529
2075086289,2316,-2747,258784
2075086991,2196,-2868,258505
2075087693,2255,-2817,258806
2075088396,2192,-3030,258882
2075089098,2163,-2863,258710
2075089799,2133,-2778,258762
2075090501,2143,-2675,258805
2075091204,2417,-2706,258846
2075091906,2010,-2693,258786
2075092608,2455,-2900,258821
2075093311,2090,-2792,259059
2075094014,2495,-2775,258442
2075094715,2234,-2878,258833
2075095417,2243,-2850,258788
2075096120,2293,-2787,258635
2075096822,2350,-2712,258790
2075097524,2147,-2825,258560
2075098227,2198,-2787,258703
2075098928,2226,-2734,258822
2075099629,2310,-2835,258769
2075100331,2225,-2829,258739
2075101033,2142,-2857,258795
2075101735,2081,-2967,258709
2075102438,2204,-2797,258736
2075103141,2238,-2887,258750
2075103842,2174,-2715,258909
2075104543,2278,-2748,258873
2075105245,2203,-2718,258795
2075105946,2265,-2631,258568
2075106648,2291,-2884,258729
2075107351,2355,-2859,258266
2075108054,2113,-2681,258469
2075108755,2401,-2712,258775
2075109457,2282,-2733,258572
2075110159,2266,-2675,258950
2075110860,2431,-2866,258760
2075111562,2094,-2661,258795
2075112265,1996,-2893,258732
2075112966,2374,-2646,258830
2075113667,2391,-2880,258859
2075114369,2157,-2816,258783
2075115071,2162,-2769,258735
2075115773,2099,-2835,258670
2075116476,2253,-2687,258811
2075117179,2199,-2826,258798
2075117880,2356,-2787,258551
2075118581,2192,-2820,258495
2075119283,2025,-2693,258472
2075119984,2368,-2904,258621
2075120685,2026,-2878,258830
2075121388,2166,-2843,258649
2075122091,2199,-2696,258818
2075122792,2118,-2749,258818
2075123494,2178,-2862,258557
2075124196,2181,-2826,258536
2075124897,2100,-2595,258666
2075125599,2133,-2694,258593
2075126302,2213,-2634,259080
2075127005,2287,-2813,258857
2075127706,2175,-2833,258690
2075128408,2263,-2839,258964
2075129110,2034,-2774,258962
2075129811,2119,-2776,258834
2075130512,2378,-2721,258653
2075131215,2052,-2785,258842
2075131917,1939,-2783,258918
2075132618,2331,-2844,258684
2075133320,2313,-2906,258492
2075134022,2213,-2690,258616
2075134723,2180,-2813,258811
2075135426,2193,-2781,258739
2075136129,2228,-2626,258895
2075136831,2042,-3007,258639
2075137532,2074,-2837,258652
2075138234,2369,-2555,258570
2075138935,2271,-2741,258557
2075139636,2101,-2802,258789
2075140339,2224,-2787,258795
2075141042,2268,-2780,258715
2075141744,2228,-2674,258581
2075142446,2189,-2715,258803
2075143148,2233,-2771,258851
2075143849,2508,-2821,258645
2075144550,2037,-2745,258563
2075145253,2271,-2906,258561
2075145955,2124,-2855,258682
2075146656,2118,-2923,258635
2075147358,2329,-2931,258948
2075148060,2217,-2825,258758
2075148761,2369,-2826,258621
2075149464,2192,-2725,258553
2075150167,2232,-2815,258688
2075150869,2278,-2767,258541
2075151570,2212,-2693,258548
2075152272,2332,-2610,258627
2075152973,2291,-2790,258690
2075153674,2103,-2605,258783
2075154377,2211,-2870,258904
2075155080,2372,-2890,258693
2075155782,2217,-2593,258799
2075156485,2084,-2804,258780
2075157187,2225,-2908,258778
2075157888,2256,-2645,258536
2075158589,2423,-2734,258569
2075159292,2265,-2709,258510
2075159994,2206,-2777,258541
2075160695,2319,-2771,258604
2075161397,2345,-2835,258738
2075162099,2353,-2683,258551
2075162800,2233,-2644,258914
2075163503,2202,-2677,258546
2075164206,2248,-2757,258657
2075164908,2220,-2839,258742
2075165609,2130,-2704,258545
2075166311,2188,-2663,258816
2075167013,2301,-2888,258616
2075167714,2237,-2703,258795
2075168417,2178,-2599,258753
2075169120,2240,-2659,258708
2075169822,2104,-2724,258833
2075170524,2332,-2623,258742
2075171226,2370,-2860,258897
2075171927,2183,-2822,258653
2075172628,2313,-2801,258498
2075173331,2336,-2854,258518
2075174034,2225,-2805,258855
2075174736,2313,-2654,258816
2075175439,2328,-2641,258518
2075176141,2369,-2709,258806
2075176842,2196,-2733,258952
2075177543,2371,-2704,258987
2075178246,2142,-2864,258826
2075178948,2199,-2639,258631
2075179650,2411,-2558,258744
2075180353,2396,-2770,258771
2075181055,2220,-2721,258513
2075181756,2231,-2811,258743
2075182458,2053,-2691,258825
2075183161,2243,-2904,258620
2075183863,2154,-2814,258667
2075184565,2397,-2779,258831
2075185268,2116,-2798,258692
2075185969,2297,-2838,258826
2075186670,2247,-2742,258795
2075187373,2138,-2682,258706
2075188076,2194,-2781,258720
2075188778,2415,-2803,258684
2075189481,2298,-2743,258834
2075190184,2303,-2652,258716
2075190885,2273,-2794,258564
2075191586,2130,-2744,258632
2075192289,2229,-2771,258784
2075192991,2221,-2752,258608
2075193693,2268,-2686,258874
2075194396,2370,-2738,258672
2075195099,2315,-2650,258635
2075195800,2370,-2728,258469
2075196502,2342,-2682,258605
2075197205,2295,-2776,258674
2075197907,2243,-2739,258693
2075198609,2307,-2814,258876
2075199312,2412,-2670,258704
2075200014,2197,-2818,258490
2075200715,2391,-2775,258401
2075201417,2121,-2979,258666
2075202120,2356,-2860,258725
2075202822,2485,-2645,258531
2075203524,2281,-2863,258739
2075204226,2544,-2678,258867
2075204927,2453,-2639,258734
2075205628,2044,-2823,258765
2075206331,2286,-2769,258838
2075207034,2342,-2875,258749
2075207736,2272,-2563,258707
2075208439,2219,-2687,258657
2075209141,2369,-2696,258828
2075209842,2291,-2809,258750
2075210543,2287,-2668,258936
2075211246,2270,-2699,258840
2075211948,2391,-2745,258829
2075212650,2487,-2884,258625
2075213353,2294,-2775,258800
2075214055,2286,-2587,258866
2075214756,2173,-2896,258541
2075215458,2274,-2833,258898
2075216161,2201,-2821,258841
2075216863,2353,-2717,258850
2075217565,2327,-2736,258934
2075218268,2319,-2868,258920
2075218969,2234,-2706,258747
2075219670,2459,-2877,258893
2075220373,2400,-2828,258625
2075221076,2250,-2803,258962
2075221778,2226,-2824,258801
2075222481,2159,-2835,258488
2075223184,2381,-2677,258405
2075223885,2414,-2765,258650
2075224586,2277,-2852,258667
2075225289,2198,-2884,258647
2075225991,2275,-2979,258787
2075226693,2359,-2685,258789
2075227396,2215,-2887,258525
2075228099,2230,-2812,259040
2075228800,2332,-2934,258522
2075229502,2214,-2774,258562
2075230205,2212,-2747,258873
2075230907,2333,-2879,258815
2075231609,2299,-2774,258703
2075232312,2349,-2805,258649
2075233014,2282,-2947,258726
2075233715,2278,-2418,258850
2075234417,2123,-2830,258779
2075235120,2265,-2780,258721
2075235822,2264,-2824,258598
2075236524,2169,-2726,258509
2075237226,2162,-2841,258707
2075237927,2292,-2956,258765
2075238628,2325,-2813,258833
2075239331,2354,-2661,258883
2075240034,2203,-2784,258758
2075240736,2000,-2882,258392
2075241439,2324,-2795,258877
2075242141,2319,-2697,258475
2075242842,2374,-2779,258681
2075243543,2214,-2949,258471
2075244246,2367,-2960,258960
2075244948,2196,-2636,258846
2075245650,2373,-2767,258579
2075246353,2297,-2792,258800
2075247055,2315,-2770,258863
2075247756,2324,-2752,258568
2075248458,2140,-2803,258731
2075249161,2332,-2848,258658
2075249863,1993,-2849,258789
2075250565,2348,-2685,258762
2075251268,2273,-2774,258633
2075251969,2410,-2653,258931
2075252670,2386,-2810,258681
2075253373,2215,-2718,258726
2075254076,2238,-2742,258707
2075254778,2374,-2794,258594
2075255481,2096,-2688,258814
2075256184,2154,-2742,258723
2075256885,2349,-2736,258965
2075257586,2164,-2604,258860
2075258289,2205,-2846,258779
2075258991,2114,-2679,258834
2075259693,1970,-2821,258805
2075260396,2297,-2693,258819
2075261098,2229,-2847,258786
2075261799,2310,-2766,258725
2075262501,2314,-2618,258573
2075263204,2154,-2857,258890
2075263906,2252,-2844,258778
2075264608,2151,-2951,258965
2075265311,2258,-2808,258796
2075266014,2094,-2823,258769
2075266715,2268,-2873,258713
2075267417,2243,-3040,258579
2075268119,2442,-2642,258637
2075268821,2299,-2884,258843
2075269523,2262,-2766,258774
2075270226,2253,-2792,258810
2075270927,2084,-2820,258593
2075271628,2246,-2949,258359
2075272330,2210,-2916,258564
2075273033,2326,-2726,258892
2075273735,2300,-2810,258867
2075274438,2318,-2917,258483
2075275141,2214,-2914,258820
2075275842,2218,-2873,258691
2075276543,2215,-2920,258580
2075277245,2193,-2743,258728
2075277947,2292,-2865,258485
2075278649,2309,-2783,258762
2075279352,2242,-2932,258731
2075280055,2153,-2883,258594
2075280756,2187,-2859,258737
2075281458,2207,-2838,258530
2075282160,2193,-2895,258626
2075282862,2472,-2898,259016
2075283564,2212,-2647,258651
2075284267,2194,-2900,258693
2075284968,2215,-2721,258621
2075285669,2231,-2828,258585
2075286371,2237,-2823,259005
2075287073,2218,-2687,258548
2075287775,2210,-2779,258797
2075288478,2179,-2843,258423
2075289181,2215,-2845,258540
2075289882,2042,-2695,258695
2075290583,2222,-3049,258445
2075291285,2108,-2769,258635
2075291986,2221,-2662,258618
2075292687,2160,-2825,259084
2075293389,2070,-2804,258631
2075294092,2289,-2706,258763
2075294794,2324,-2735,258716
2075295497,2178,-2616,258521
2075296200,2503,-2617,258968
2075296901,2122,-2945,258586
2075297602,2120,-2937,258441
2075298304,2197,-2788,258685
2075299006,2102,-2798,258827
2075299708,2103,-2703,258279
2075300411,2293,-2734,258859
2075301114,2207,-2727,259023
2075301815,2137,-2857,258807
2075302516,2175,-2905,258728
2075303218,2081,-2757,258751
2075303919,2457,-2670,258912
2075304621,2209,-2658,258471
2075305324,2205,-2804,258579
2075306027,2015,-2659,258447
2075306728,2364,-2911,258661
2075307430,2166,-2871,258797
2075308132,2098,-2833,258859
2075308834,2166,-2692,258963
2075309536,2189,-2688,258697
2075310239,2345,-2590,258687
2075310940,2362,-2889,258324
2075311641,2277,-2950,258750
2075312343,2133,-2852,258698
2075313045,2099,-2613,258712
2075313746,2100,-2875,258843
2075314449,2366,-2693,258656
2075315152,2267,-2943,258603
2075315853,2255,-2985,258748
2075316554,2356,-2725,258680
2075317256,2184,-2877,258698
2075317957,2245,-2877,258947
2075318658,2194,-2722,258747
2075319361,2169,-2804,258702
2075320064,2197,-3116,258894
2075320766,2130,-2760,258602
2075321468,2346,-2779,258665
2075322170,2292,-2898,258453
2075322871,2177,-2799,258887
2075323572,2215,-2879,258719
2075324275,2184,-2844,258719
2075324977,2352,-2519,258579
2075325679,2073,-2806,258675
2075326381,2160,-2818,258864
2075327083,2293,-2778,258926
2075327784,2228,-2736,259011
2075328487,2264,-2722,258544
2075329190,2137,-2757,258949
2075329892,2145,-2740,258907
2075330594,2280,-2861,258694
2075331297,2059,-2778,258890
2075331998,2340,-2852,258902
2075332699,2321,-2726,258580
2075333401,2261,-2640,258583
2075334104,2292,-2646,258968
2075334806,2223,-2746,258810
2075335508,2106,-2563,258787
2075336211,2227,-2721,258771
2075336912,2540,-2761,258645
2075337613,2485,-2594,258862
2075338315,2287,-2811,258172
2075339018,2186,-2732,258677
2075339720,2284,-2785,258799
2075340423,2350,-2806,258572
2075341126,2154,-2797,258625
2075341827,2430,-2729,258628
2075342528,2287,-2690,258791
2075343230,2236,-2686,259011
2075343932,2248,-2749,258646
2075344634,2172,-2788,258770
2075345337,2335,-2928,258577
2075346040,2319,-2617,258591
2075346741,2370,-2779,258804
2075347443,2199,-2695,258485
2075348145,2241,-2713,258820
2075348847,2415,-2672,258806
2075349549,2089,-2542,258586
2075350252,2237,-2761,258826
2075350953,2310,-2619,258663
2075351654,2436,-2837,258729
2075352356,2058,-2626,258397
2075353058,2175,-2622,258635
2075353760,2403,-2865,258774
2075354463,2250,-2763,258571
2075355166,2243,-2918,259057
2075355867,2481,-2584,258896
2075356568,2242,-2886,258586
2075357270,2457,-2706,258658
2075357971,2306,-2831,258738
2075358673,2282,-2436,258868
2075359376,2194,-2708,258855
2075360079,2212,-2753,258651
2075360780,2370,-2730,258919
2075361482,2235,-2763,258620
2075362184,2202,-2867,258595
2075362885,2303,-2591,258838
2075363587,2254,-2765,258692
2075364290,2356,-2684,258683
2075364992,2354,-2657,258473
2075365693,2220,-2763,258619
2075366395,2433,-2604,258957
2075367097,2255,-2864,258903
2075367799,2153,-2947,258642
2075368502,2116,-2893,258545
2075369205,2171,-2802,258792
2075369906,2207,-2895,258771
2075370607,2430,-2797,258899
2075371309,2397,-2887,258962
2075372011,2336,-2798,258744
2075372713,2271,-2841,258728
2075373416,2336,-2734,258822
2075374119,2428,-2724,258690
2075374820,2355,-2907,258560
2075375521,2316,-2837,258955
2075376223,2276,-2732,258676
2075376924,2340,-2436,258493
2075377626,2347,-2803,259025
2075378329,2209,-2707,258929
2075379032,2227,-2762,258555
2075379733,2286,-2675,258676
2075380435,2391,-2672,258755
2075381137,2262,-2527,258818
2075381838,2108,-2700,258997
2075382540,2279,-2896,258844
2075383243,2217,-3044,258798
2075383945,2304,-2630,258634
2075384646,2289,-2760,258504
2075385348,2270,-2778,258537
2075386050,2388,-2720,258618
2075386751,2217,-2794,258409
2075387454,2369,-2840,258895
2075388157,2342,-2803,258851
2075388859,2458,-2559,259044
2075389560,2396,-2750,258835
2075390262,2215,-3002,258786
2075390963,2394,-2702,258381
2075391664,2244,-2757,258814
2075392367,2210,-2768,258538
2075393070,2226,-2846,258772
2075393772,2271,-2743,258770
2075394474,2424,-2712,258717
2075395176,2196,-2875,258696
2075395877,2324,-2716,258788
2075396578,2239,-2856,258927
2075397281,2409,-2785,258792
2075397983,2319,-2742,258810
2075398685,2367,-2701,258644
2075399388,2396,-2832,258643
2075400091,2282,-2667,259020
2075400792,2242,-2625,259144
2075401494,2568,-2848,258512
2075402196,2300,-2686,258795
2075402897,2304,-2693,258585
2075403599,2329,-2823,258782
2075404302,2228,-2770,258631
2075405005,2341,-2742,258681
2075405706,2244,-2736,258581
2075406408,2133,-2578,258821
2075407110,2200,-2607,258732
2075407811,2314,-2964,258536
2075408512,2070,-2903,258564
2075409215,2226,-2670,258566
2075409917,2339,-2871,258784
2075410619,2239,-2979,258813
2075411322,2152,-2783,258586
2075412024,2342,-2850,258671
2075412725,2329,-2820,258744
2075413427,2265,-2727,258715
2075414130,2332,-2959,258531
2075414832,2113,-2616,258557
2075415534,2099,-2744,258886
2075416237,2554,-2787,258801
2075416938,2263,-3021,258741
2075417639,2206,-2724,258588
2075418341,2138,-2838,258869
2075419043,2376,-2904,258751
2075419744,2370,-2671,258657
2075420447,2283,-2861,258562
2075421150,2107,-2928,258728
2075421852,2277,-2786,258719
2075422553,2307,-2661,258700
2075423255,2234,-2757,258850
2075423956,2403,-2835,258680
2075424657,2322,-2713,258409
2075425360,2297,-2776,258652
2075426063,2183,-2886,258798
2075426765,2077,-2626,258707
2075427468,2260,-2781,258473
2075428171,2481,-2695,258688
2075428872,2405,-2916,258678
2075429573,2226,-2639,258885
2075430276,2163,-2953,258912
2075430978,2103,-2947,258806
2075431680,2360,-2659,259061
2075432383,2271,-2733,258408
2075433086,2394,-2747,258674
2075433787,2382,-2726,258935
2075434489,2079,-2838,258804
2075435191,2319,-2842,259046
2075435892,2313,-2818,258665
2075436594,2213,-2798,258448
2075437297,2316,-2887,258462
2075437999,2287,-2716,259047
2075438700,2254,-2746,258842
2075439402,2137,-2725,258714
2075440104,2240,-2701,258667
2075440805,2419,-2974,258675
2075441506,2355,-2905,259027
2075442209,2261,-3051,258579
2075442911,2257,-2949,258843
2075443613,2196,-2834,258585
2075444316,2298,-2627,258721
2075445018,2324,-2783,258674
2075445719,2134,-2737,259039
2075446421,2153,-2765,258706
2075447123,2285,-2608,258861
2075447825,2247,-2716,258865
2075448527,2360,-2753,258617
2075449230,2138,-2582,258716
2075449932,2175,-2650,259152
2075450633,2116,-2917,258874
2075451335,1922,-2714,259111
2075452037,2207,-2583,258831
2075452738,2248,-2802,258401
2075453441,2201,-2867,258702
2075454144,2169,-2599,258779
2075454846,2218,-2752,258965
2075455548,2281,-2850,258627
2075456250,2462,-2760,258955
2075456951,2342,-2837,258783
2075457652,2259,-2850,258820
2075458355,2174,-2923,258771
2075459058,2298,-2700,258661
2075459760,2360,-2721,258621
2075460463,2414,-2824,258471
2075461166,2252,-2738,258655
2075461867,2245,-2790,258463
2075462568,2354,-2783,258710
2075463270,2189,-2713,258773
2075463971,2416,-2771,258758
2075464673,2261,-2825,258611
2075465376,2289,-2798,258550
2075466079,2228,-2775,258525
2075466780,2417,-2832,259044
2075467482,2302,-2713,258502
2075468184,2081,-2720,258885
2075468885,2089,-2851,258434
2075469586,2120,-2632,258626
2075470289,2111,-2911,258680
2075470991,2346,-2708,258915
2075471693,2254,-2764,258611
2075472396,2282,-2686,258913
2075473098,2038,-2799,258733
2075473799,2093,-2799,258872
2075474501,2124,-2911,258552
2075475203,2153,-2749,258666
2075475905,2040,-2679,258603
2075476607,2316,-2805,258769
2075477310,2332,-2853,258618
2075478013,2233,-2691,258922
2075478714,2315,-2580,258847
2075592814,2266,-2765,258797
2075593516,2176,-2834,258885
2075594219,2194,-2789,258621
2075594920,2185,-2802,258666
2075595621,2184,-2818,258686
2075596323,2389,-2875,259164
2075597025,2385,-2797,258721
2075597727,2352,-2825,258975
2075598430,2255,-2757,258385
2075599133,2388,-2624,258871
2075599834,2191,-2700,258851
2075600535,2313,-2806,258795
2075601237,2443,-2717,258656
2075601938,2126,-2820,258493
2075602640,2405,-2928,258658
2075603343,2292,-2756,258836
2075604046,2390,-2767,258846
2075604747,2531,-2686,258713
2075605449,2259,-2811,258494
2075606151,2345,-2547,258863
2075606852,2314,-2714,258933
2075607554,2388,-2874,258621
2075608257,2307,-2732,258921
2075608959,2371,-2738,258825
2075609660,2194,-2770,258584
2075610362,2393,-2839,258624
2075611064,2283,-2643,258836
2075611765,2092,-2652,258564
2075612468,2207,-2979,258712
2075613171,2392,-3067,258727
2075613873,2459,-2814,258741
2075614574,2333,-2950,258846
2075615276,2266,-2751,258878
2075615977,2279,-2770,258794
2075616679,2360,-2564,258738
2075617382,2282,-2760,258765
2075618085,2284,-2828,258944
2075618786,2567,-2826,258743
2075619488,2321,-2719,258665
2075620191,2148,-2893,258694
2075620893,2326,-2741,258567
2075621595,2271,-2920,258734
2075622298,2341,-2980,258874
2075623001,2206,-2838,258581
2075623703,2254,-2912,258914
2075624406,2467,-2765,258855
2075625109,2386,-2950,258728
2075625810,2286,-2887,258408
2075626511,2252,-2693,258505
2075627214,2385,-2749,258481
2075627916,2227,-3038,258512
2075628617,2215,-2649,258621
2075629319,2050,-2617,258708
2075630021,2291,-2664,258653
2075630722,2331,-2790,258601
2075631425,2476,-2889,258762
2075632128,2219,-2729,258581
2075632830,2143,-2631,258750
2075633531,2148,-2933,258908
2075634233,2266,-2655,258883
2075634934,2146,-2748,258686
2075635635,2171,-2896,258618
2075636338,2068,-2712,258674
2075637041,2284,-2853,258981
2075637743,2241,-2729,258838
2075638445,2248,-2747,258523
2075639147,2233,-2739,258693
2075639848,2330,-2907,258692
2075640549,2368,-2772,258878
2075641252,2201,-2907,258649
2075641954,2184,-2747,258524
2075642655,2284,-2826,258829
2075643357,2289,-2781,258782
2075644059,2297,-2814,258607
2075644760,2284,-2821,258605
2075645463,2267,-2929,258508
2075646166,2284,-2771,258477
2075646868,2126,-2815,258633
2075647569,2248,-2833,258830
2075648271,2271,-2806,258799
2075648972,2395,-2843,258581
2075649673,2084,-2834,258666
2075650376,2212,-2737,258796
2075651079,2122,-2802,258712
2075651781,2449,-2839,259019
2075652484,2092,-2837,258742
2075653186,2225,-2619,258846
2075653887,2423,-2633,258656
2075654588,2203,-2771,258633
2075655290,2136,-2865,258944
2075655992,2347,-2796,258723
2075656694,2205,-2785,258919
2075657397,2052,-2734,258652
2075658099,2089,-2661,258568
2075658800,2179,-2827,258795
2075659502,2145,-2828,258837
2075660205,2090,-2625,258773
2075660907,2306,-2778,258403
2075661609,2336,-2932,258675
2075662312,2202,-2631,258639
2075663014,2239,-2745,258622
2075663715,2252,-2798,258899
2075664417,2205,-2915,258599
2075665120,2351,-2909,258936
2075665822,2166,-2670,258686
2075666524,2056,-2901,258701
2075667226,2229,-2847,258811
2075667927,2215,-2668,258702
2075668628,2187,-2552,258984
2075669331,2243,-2887,258564
2075670034,2178,-2882,258864
2075670736,2264,-2722,258741
2075671439,2468,-2812,258649
2075672141,2267,-2901,258765
2075672842,2365,-2605,258721
2075673543,2112,-2916,258765
2075674246,2224,-2722,258918
2075674948,2201,-2944,258693
2075675650,2339,-2792,258519
2075676353,2319,-2773,258717
2075677055,2320,-2907,258232
2075677756,2061,-2825,258775
2075678458,2282,-2761,258806
2075679161,2166,-2826,258838
2075679863,2287,-2578,258510
2075680565,2271,-2916,258555
2075681268,2208,-2784,258568
2075681969,2220,-2692,258781
2075682670,2116,-2743,258967
2075683373,2193,-2635,258705
2075684076,2255,-2837,258709
2075684778,2147,-2607,258471
2075685481,2384,-2684,258449
2075686184,2315,-2817,258578
2075686885,2015,-2604,258891
2075687586,1919,-2783,258755
2075688289,2073,-2897,258639
2075688991,2184,-2683,259031
2075689693,2314,-2685,258943
2075690396,2123,-2847,258960
2075691099,2048,-2904,258897
2075691800,2171,-2700,259103
2075692502,2303,-2631,258641
2075693205,2112,-2743,258649
2075693907,2482,-2717,258578
2075694609,2234,-2651,258404
2075695312,2334,-2741,258861
2075696014,2238,-2778,258541
2075696715,2399,-2711,258477
2075697417,2286,-2667,258685
2075698120,2071,-2866,258787
2075698822,2381,-2836,258949
2075699524,2139,-2583,258431
2075700226,2330,-2654,258644
2075700927,2315,-2594,258995
2075701628,2297,-2821,258586
2075702331,2305,-2574,258632
2075703034,2225,-2553,258446
2075703736,2209,-2649,258843
2075704439,2332,-2745,258774
2075705141,2252,-2612,258850
2075705842,2246,-2671,258888
2075706543,2220,-2933,258666
2075707246,2210,-2798,258859
2075707948,2209,-2753,258767
2075708650,2138,-2865,258761
2075709353,2210,-2776,258522
2075710055,2363,-2855,258876
2075710756,2350,-2887,258870
2075711458,2105,-2747,258861
2075712161,2431,-2841,258914
2075712863,2260,-2787,258660
2075713565,2267,-2779,258617
2075714268,2218,-2831,258670
2075714969,2383,-2511,258763
2075715670,2071,-2810,258691
2075716373,2269,-2697,258977
2075717076,2138,-2781,258417
2075717778,2376,-2716,258806
2075718481,2245,-2542,258617
2075719184,2347,-2720,258352
2075719885,2158,-2699,258657
2075720586,2285,-2749,259072
2075721289,2259,-2803,258848
2075721991,2194,-2756,258440
2075722693,2128,-2638,258797
2075723396,2010,-2871,258985
2075724098,2103,-3000,259112
2075724799,2134,-2753,258730
2075725501,2379,-2913,258669
2075726204,2116,-2622,258687
2075726906,2278,-2649,258729
2075727608,2232,-2649,258790
2075728311,2319,-2760,258619
2075729014,2166,-2644,258479
2075729715,2160,-2653,258305
2075730417,2213,-2930,258656
2075731119,2195,-2853,258503
2075731821,2360,-2855,258425
2075732523,2394,-2836,258958
2075733226,2385,-2807,258669
2075733927,2351,-2774,258315
2075734628,2210,-2789,258692
2075735330,2300,-2696,258588
2075736033,2366,-2872,258969
2075736735,2349,-2899,258643
2075737438,2470,-2856,258807
2075738141,2502,-2770,258616
2075738842,2253,-2758,258855
2075739543,2291,-2897,258730
2075740245,2311,-2893,258656
2075740947,2192,-2947,258874
2075741649,2171,-2863,258621
2075742352,2192,-2738,258852
2075743055,2396,-2649,258565
2075743756,2393,-2791,258652
2075744458,2202,-2547,258725
2075745160,2351,-2846,258883
2075745862,2066,-2790,258980
2075746564,2386,-2716,258653
2075747267,2249,-2814,258764
2075747968,2232,-2731,258553
2075748669,2246,-2823,258789
2075749371,2196,-2906,258775
2075750073,2342,-2718,258570
2075750775,2304,-2579,258619
2075751478,2176,-2748,258628
2075752181,2409,-2740,258817
2075752882,2396,-2709,258748
2075753583,2352,-2950,258953
2075754285,2428,-2811,258617
2075754986,2127,-2777,258764
2075755687,2333,-2886,258745
2075756389,2279,-2816,259044
2075757092,2236,-2893,258590
2075757794,2341,-2794,258449
2075758497,2258,-2882,258796
2075759200,2517,-2700,258825
2075759901,2077,-2713,258829
2075760602,2349,-2824,258783
2075761304,2249,-2717,258672
2075762006,2254,-2788,258387
2075762708,2305,-2588,258549
2075763411,2238,-2800,258492
2075764114,2209,-2919,258657
2075764815,2406,-2798,258649
2075765516,2286,-2878,258523
2075766218,2406,-2846,258757
2075766919,2372,-3013,258805
2075767621,2190,-2557,258649
2075768324,2192,-2873,258946
2075769027,2246,-2867,258697
2075769728,2212,-2859,258560
2075770430,2199,-2802,258807
2075771132,2293,-2874,258579
2075771833,2156,-2742,258659
2075772535,2290,-2731,258603
2075773238,2239,-2869,258751
2075773939,2278,-2774,258669
2075774640,2310,-2777,258886
2075775342,2235,-2932,258863
2075776044,2251,-2545,258604
2075776745,2309,-2624,258770
2075777448,2193,-2920,258634
2075778151,2405,-2894,258971
2075778852,2287,-2495,258698
2075779553,2434,-2544,258885
2075780255,2161,-2743,258809
2075780956,2185,-2762,258545
2075781658,2100,-2757,258793
2075782361,2295,-2814,258429
2075783064,2370,-2744,258604
2075783765,2375,-3028,258566
2075784467,2318,-2908,259123
2075785169,2157,-2726,259020
2075785870,2122,-2808,258611
2075786572,2311,-2611,258529
2075787275,2337,-2969,258555
2075787976,2156,-2691,258658
2075788677,2195,-2591,258411
2075789379,2142,-2800,258720
2075790081,2431,-2879,258733
2075790782,2373,-2864,258443
2075791485,2175,-2798,258679
2075792188,2111,-2646,258768
2075792890,2384,-2744,258719
2075793591,2304,-2901,258751
2075794293,2282,-2767,258472
2075794994,2364,-2759,258879
2075795695,2094,-2757,258599
